Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
31.01.2020,"18,300.00","18,300.00","18,000.00","18,027.92",0.17,77,"1,388,150","1,388,150"
30.01.2020,"18,000.00","18,001.00","17,948.00","17,997.95",1.11,"1,657","29,822,596","29,822,596"
29.01.2020,"17,800.00","17,800.00","17,800.00","17,800.00",0.00,365,"6,497,000","6,497,000"
28.01.2020,"17,800.00","17,800.00","17,800.00","17,800.00",0.00,257,"4,574,600","4,574,600"
24.01.2020,"17,800.00","17,800.00","17,800.00","17,800.00",-0.14,90,"1,602,000","1,602,000"
23.01.2020,"17,800.00","17,850.00","17,800.00","17,825.00",-0.14,48,"855,600","855,600"
22.01.2020,"17,850.00","17,850.00","17,849.00","17,849.42",0.54,79,"1,410,104","1,410,104"
21.01.2020,"17,750.00","17,849.00","17,750.00","17,753.58",0.59,83,"1,473,547","3,537,547"
20.01.2020,"17,650.00","17,650.00","17,650.00","17,650.00",0.07,109,"1,923,850","1,923,850"
17.01.2020,"17,650.00","17,650.00","17,599.00","17,636.98",0.24,263,"4,638,525","4,638,525"
16.01.2020,"17,550.00","17,650.00","17,550.00","17,595.23",-0.31,110,"1,935,475","1,935,475"
15.01.2020,"17,650.00","17,650.00","17,650.00","17,650.00",-0.84,25,"441,250","441,250"
14.01.2020,"17,800.00","17,800.00","17,799.00","17,799.90",0.91,203,"3,613,380","3,613,380"
13.01.2020,"17,800.00","17,800.00","17,600.00","17,640.10",1.51,202,"3,563,300","3,563,300"
10.01.2020,"17,400.00","17,400.00","17,350.00","17,376.93",1.07,306,"5,317,340","5,317,340"
09.01.2020,"17,250.00","17,250.00","17,150.00","17,193.51",0.25,471,"8,098,143","8,098,143"
08.01.2020,"17,148.00","17,150.00","17,148.00","17,149.84",0.00,100,"1,714,984","4,297,984"
03.01.2020,"17,150.00","17,150.00","17,150.00","17,150.00",-0.29,167,"2,864,050","2,864,050"
02.01.2020,"17,200.00","17,200.00","17,200.00","17,200.00",-0.02,25,"430,000","430,000"
30.12.2019,"17,200.00","17,205.00","17,200.00","17,204.17",0.00,24,"412,900","412,900"
27.12.2019,"17,205.00","17,205.00","17,205.00","17,205.00",3.00,280,"4,817,400","4,817,400"
25.12.2019,"16,700.00",0,0,"16,704.55",0.00,0,0,"2,454,900"
24.12.2019,"16,700.00","16,715.00","16,700.00","16,704.55",-0.49,252,"4,209,547","4,209,547"
23.12.2019,"16,710.00","17,999.00","16,703.00","16,786.73",1.12,109,"1,829,754","73,037,754"
20.12.2019,"16,600.00","16,600.00","16,600.00","16,600.00",0.30,109,"1,809,400","1,809,400"
18.12.2019,"16,550.00","16,550.00","16,550.00","16,550.00",0.30,100,"1,655,000","1,655,000"
17.12.2019,"16,500.00","16,500.00","16,500.00","16,500.00",-0.08,28,"462,000","462,000"
16.12.2019,"16,500.00","16,580.00","16,500.00","16,513.51",-0.22,143,"2,361,432","2,361,432"
13.12.2019,"16,550.00","16,550.00","16,550.00","16,550.00",-0.18,30,"496,500","496,500"
12.12.2019,"16,580.00","16,580.00","16,580.00","16,580.00",-0.12,20,"331,600","331,600"
11.12.2019,"16,599.00","16,600.00","16,599.00","16,599.59",0.00,17,"282,193","282,193"
10.12.2019,"16,600.00","16,600.00","16,599.00","16,599.48",0.00,123,"2,041,736","2,041,736"
06.12.2019,"16,600.00","16,600.00","16,600.00","16,600.00",0.00,120,"1,992,000","1,992,000"
05.12.2019,"16,600.00","16,600.00","16,600.00","16,600.00",0.00,235,"3,901,000","3,901,000"
04.12.2019,"16,600.00","16,600.00","16,600.00","16,600.00",0.00,80,"1,328,000","1,328,000"
03.12.2019,"16,600.00","16,600.00","16,599.00","16,599.75",0.60,8,"132,798","132,798"
02.12.2019,"16,500.00","16,500.00","16,500.00","16,500.00",0.22,128,"2,112,000","2,112,000"
29.11.2019,"16,450.00","16,480.00","16,450.00","16,464.00",-0.21,15,"246,960","246,960"
28.11.2019,"16,500.00","16,500.00","16,490.00","16,498.87",-0.61,177,"2,920,300","2,920,300"
27.11.2019,"16,600.00","16,600.00","16,600.00","16,600.00",0.00,202,"3,353,200","3,353,200"
26.11.2019,"16,600.00","16,600.00","16,600.00","16,600.00",0.00,95,"1,577,000","1,577,000"
25.11.2019,"16,600.00","16,600.00","16,600.00","16,600.00",0.00,100,"1,660,000","3,805,000"
22.11.2019,"16,600.00","16,601.00","16,600.00","16,600.18",1.22,280,"4,648,050","4,648,050"
21.11.2019,"16,400.00","16,400.00","16,400.00","16,400.00",0.03,146,"2,394,400","2,394,400"
20.11.2019,"16,400.00","16,450.00","16,360.00","16,394.34",-0.64,53,"868,900","868,900"
19.11.2019,"16,500.00","16,500.00","16,500.00","16,500.00",0.00,102,"1,683,000","1,683,000"
18.11.2019,"16,500.00","16,500.00","16,500.00","16,500.00",-0.13,73,"1,204,500","1,204,500"
15.11.2019,"16,500.00","16,600.00","16,500.00","16,521.30",-0.47,222,"3,667,729","8,617,729"
14.11.2019,"16,598.00","16,600.00","16,598.00","16,598.92",0.00,38,"630,759","630,759"
13.11.2019,"16,599.00","16,600.00","16,599.00","16,599.70",0.00,161,"2,672,552","2,672,552"
11.11.2019,"16,600.00","16,601.00","16,600.00","16,600.04",0.00,52,"863,202","863,202"
